lat,lon,Empresa,Compañía,,Comuna,Región,Tipo Documento,Nro. Documento,Fecha Documento
-20.34722222,-70.10666667,CLARO CHILE S.A.,Claro,,Iquique,I,DECRETO NOTIFICADO,144,14/04/1997
-33.52138889,-70.75611111,CLARO CHILE S.A.,Claro,,Maipú,RM,DECRETO NOTIFICADO,144,14/04/1997
-41.75833333,-73.125,CLARO CHILE S.A.,Claro,,Calbuco,X,DECRETO NOTIFICADO,144,14/04/1997
-33.43083333,-70.83416667,CLARO CHILE S.A.,Claro,,Pudahuel,RM,DECRETO NOTIFICADO,144,14/04/1997
-33.45194444,-70.59777778,CLARO CHILE S.A.,Claro,,Ñuñoa,RM,DECRETO NOTIFICADO,144,14/04/1997
-33.39,-70.62138889,CLARO CHILE S.A.,Claro,,Huechuraba,RM,DECRETO NOTIFICADO,144,14/04/1997
-33.04527778,-71.55944444,CLARO CHILE S.A.,Claro,,Viña del Mar,V,DECRETO NOTIFICADO,144,14/04/1997
-39.81027778,-73.24333333,CLARO CHILE S.A.,Claro,,Valdivia,XIV,DECRETO NOTIFICADO,144,14/04/1997
-34.42111111,-71.16527778,CLARO CHILE S.A.,Claro,,San Vicente,VI,DECRETO NOTIFICADO,144,14/04/1997
-40.57055556,-73.13416667,CLARO CHILE S.A.,Claro,,Osorno,X,DECRETO NOTIFICADO,144,14/04/1997
-32.74722222,-70.72138889,CLARO CHILE S.A.,Claro,,San Felipe,V,DECRETO NOTIFICADO,144,14/04/1997
-35.42416667,-71.66111111,CLARO CHILE S.A.,Claro,,Talca,VII,DECRETO NOTIFICADO,144,14/04/1997
-38.72361111,-72.56222222,CLARO CHILE S.A.,Claro,,Temuco,IX,DECRETO NOTIFICADO,144,14/04/1997
-42.47361111,-73.76055556,CLARO CHILE S.A.,Claro,,Castro,X,DECRETO NOTIFICADO,144,14/04/1997
-35.45833333,-71.54166667,CLARO CHILE S.A.,Claro,,Talca,VII,DECRETO NOTIFICADO,144,14/04/1997
-32.83472222,-70.98333333,CLARO CHILE S.A.,Claro,,Quillota,V,DECRETO NOTIFICADO,144,14/04/1997
-33.53166667,-70.66138889,CLARO CHILE S.A.,Claro,,La Cisterna,RM,DECRETO NOTIFICADO,144,14/04/1997
-36.80833333,-72.3175,CLARO CHILE S.A.,Claro,,Bulnes,VIII,DECRETO NOTIFICADO,144,14/04/1997
-40.41055556,-73.01027778,CLARO CHILE S.A.,Claro,,San Pablo,X,DECRETO NOTIFICADO,144,14/04/1997
-33.75833333,-70.73333333,CLARO CHILE S.A.,Claro,,Buin,RM,DECRETO NOTIFICADO,144,14/04/1997
-40.28888889,-73.06666667,CLARO CHILE S.A.,Claro,,La Unión,XIV,DECRETO NOTIFICADO,144,14/04/1997
-33.39777778,-71.66944444,CLARO CHILE S.A.,Claro,,Renca,RM,DECRETO NOTIFICADO,144,14/04/1997
-34.06138889,-70.6875,CLARO CHILE S.A.,Claro,,Graneros,VI,DECRETO NOTIFICADO,144,14/04/1997
-31.16277778,-71.00555556,CLARO CHILE S.A.,Claro,,Combarbalá,IV,DECRETO NOTIFICADO,144,14/04/1997
-32.83472222,-70.98333333,CLARO CHILE S.A.,Claro,,Llaillay,V,DECRETO NOTIFICADO,144,14/04/1997
-32.445,-71.285,CLARO CHILE S.A.,Claro,,La Ligua,V,DECRETO NOTIFICADO,144,14/04/1997
-37.68916667,-73.465,CLARO CHILE S.A.,Claro,,Los Álamos,VIII,DECRETO NOTIFICADO,144,14/04/1997
-37.55638889,-73.62861111,CLARO CHILE S.A.,Claro,,Negrete,VIII,DECRETO NOTIFICADO,144,14/04/1997
-32.82916667,-70.59555556,CLARO CHILE S.A.,Claro,,Calera,V,DECRETO NOTIFICADO,144,14/04/1997
-37.11444444,-72.01555556,CLARO CHILE S.A.,Claro,,Yungay,VIII,DECRETO NOTIFICADO,144,14/04/1997
-37.79166667,-72.7,CLARO CHILE S.A.,Claro,,Angol,IX,DECRETO NOTIFICADO,144,14/04/1997
-38.70833333,-73.05,CLARO CHILE S.A.,Claro,,Nueva Imperial,IX,DECRETO NOTIFICADO,144,14/04/1997
-34.63027778,-71.22472222,CLARO CHILE S.A.,Claro,,Nancagua,VI,DECRETO NOTIFICADO,144,14/04/1997
-41.47027778,-72.9475,CLARO CHILE S.A.,Claro,,Puerto Montt,X,DECRETO NOTIFICADO,144,14/04/1997
-34.35305556,-70.96611111,CLARO CHILE S.A.,Claro,,Quinta de Tilcoco,VI,DECRETO NOTIFICADO,144,14/04/1997
-34.25833333,-70.79444444,CLARO CHILE S.A.,Claro,,Requínoa,VI,DECRETO NOTIFICADO,144,14/04/1997
-30.70972222,-71.025,CLARO CHILE S.A.,Claro,,Monte Patria,IV,DECRETO NOTIFICADO,144,14/04/1997
-31.63111111,-71.16194444,CLARO CHILE S.A.,Claro,,Illapel,IV,DECRETO NOTIFICADO,144,14/04/1997
-34.85833333,-71.15833333,CLARO CHILE S.A.,Claro,,Teno,VII,DECRETO NOTIFICADO,144,14/04/1997
-32.56083333,-71.27555556,CLARO CHILE S.A.,Claro,,Zapallar,V,DECRETO NOTIFICADO,144,14/04/1997
-33.27833333,-71.42111111,CLARO CHILE S.A.,Claro,,Casablanca,V,DECRETO NOTIFICADO,144,14/04/1997
-37.47916667,-73.34,CLARO CHILE S.A.,Claro,,Curanilahue,VIII,DECRETO NOTIFICADO,144,14/04/1997
-36.60083333,-72.10166667,CLARO CHILE S.A.,Claro,,Chillán,VIII,DECRETO NOTIFICADO,144,14/04/1997
-37.075,-72.44166667,CLARO CHILE S.A.,Claro,,Cabrero,VIII,DECRETO NOTIFICADO,144,14/04/1997
-33.40055556,-70.58333333,CLARO CHILE S.A.,Claro,,Las Condes,RM,DECRETO NOTIFICADO,144,14/04/1997
-32.83472222,-70.98333333,CLARO CHILE S.A.,Claro,,Concón,V,DECRETO NOTIFICADO,144,14/04/1997
-33.58555556,-70.70222222,CLARO CHILE S.A.,Claro,,San Bernardo,RM,DECRETO NOTIFICADO,144,14/04/1997
-36.71361111,-73.11277778,CLARO CHILE S.A.,Claro,,Talcahuano,VIII,DECRETO NOTIFICADO,144,14/04/1997
-37.4675,-72.34888889,CLARO CHILE S.A.,Claro,,Los Ángeles,VIII,DECRETO NOTIFICADO,144,14/04/1997
-33.35611111,-70.62833333,CLARO CHILE S.A.,Claro,,Huechuraba,RM,DECRETO NOTIFICADO,144,14/04/1997
-33.43055556,-70.60583333,CLARO CHILE S.A.,Claro,,Providencia,RM,DECRETO NOTIFICADO,144,14/04/1997
-34.25888889,-71.355,CLARO CHILE S.A.,Claro,,Las Cabras,VI,DECRETO NOTIFICADO,144,14/04/1997
-33.36222222,-70.71,CLARO CHILE S.A.,Claro,,Quilicura,RM,DECRETO NOTIFICADO,144,14/04/1997
-35.34,-72.40861111,CLARO CHILE S.A.,Claro,,Constitución,VII,DECRETO NOTIFICADO,144,14/04/1997
-33.3975,-70.55805556,CLARO CHILE S.A.,Claro,,Las Condes,RM,DECRETO NOTIFICADO,144,14/04/1997
-33.39388889,-71.12638889,CLARO CHILE S.A.,Claro,,Curacaví,RM,DECRETO NOTIFICADO,144,14/04/1997
-33.5375,-70.69472222,CLARO CHILE S.A.,Claro,,Lo Espejo,RM,DECRETO NOTIFICADO,144,14/04/1997
-39.04083333,-72.69916667,CLARO CHILE S.A.,Claro,,Pitrufquén,IX,DECRETO NOTIFICADO,144,14/04/1997
-36.82611111,-73.0475,CLARO CHILE S.A.,Claro,,Concepción,VIII,DECRETO NOTIFICADO,144,14/04/1997
-41.30472222,-72.98083333,CLARO CHILE S.A.,Claro,,Puerto Varas,X,DECRETO NOTIFICADO,144,14/04/1997
-33.52194444,-70.53777778,CLARO CHILE S.A.,Claro,,La Florida,RM,DECRETO NOTIFICADO,144,14/04/1997
-33.42638889,-70.65472222,CLARO CHILE S.A.,Claro,,Independencia,RM,DECRETO NOTIFICADO,144,14/04/1997
-39.40416667,-72.7,CLARO CHILE S.A.,Claro,,San José de la Mariquina,XIV,DECRETO NOTIFICADO,144,14/04/1997
-36.02222222,-73.17361111,CLARO CHILE S.A.,Claro,,Coronel,VIII,DECRETO NOTIFICADO,144,14/04/1997
-33.60194444,-70.54472222,CLARO CHILE S.A.,Claro,,Puente Alto,RM,DECRETO NOTIFICADO,144,14/04/1997
-33.56944444,-70.57833333,CLARO CHILE S.A.,Claro,,Puente Alto,RM,DECRETO NOTIFICADO,144,14/04/1997
-33.43888889,-70.64222222,CLARO CHILE S.A.,Claro,,Santiago,RM,DECRETO NOTIFICADO,144,14/04/1997
-33.04333333,-71.61833333,CLARO CHILE S.A.,Claro,,Valparaíso,V,DECRETO NOTIFICADO,144,14/04/1997
-36.61611111,-72.95388889,CLARO CHILE S.A.,Claro,,Tomé,VIII,DECRETO NOTIFICADO,144,14/04/1997
-33.66611111,-71.1875,CLARO CHILE S.A.,Claro,,Melipilla,RM,DECRETO NOTIFICADO,144,14/04/1997
-33.43555556,-70.53777778,CLARO CHILE S.A.,Claro,,La Reina,RM,DECRETO NOTIFICADO,144,14/04/1997
-31.90416667,-71.4975,CLARO CHILE S.A.,Claro,,Los Vilos,IV,DECRETO NOTIFICADO,144,14/04/1997
-33.4275,-70.68944444,CLARO CHILE S.A.,Claro,,Santiago,RM,DECRETO NOTIFICADO,144,14/04/1997
-32.98027778,-71.2725,CLARO CHILE S.A.,Claro,,Limache,V,DECRETO NOTIFICADO,144,14/04/1997
-33.39,-70.62138889,CLARO CHILE S.A.,Claro,,Huechuraba,RM,DECRETO NOTIFICADO,144,14/04/1997
-33.45666667,-70.68055556,CLARO CHILE S.A.,Claro,,Estación Central,RM,DECRETO NOTIFICADO,144,14/04/1997
-33.46361111,-70.62916667,CLARO CHILE S.A.,Claro,,Santiago,RM,DECRETO NOTIFICADO,144,14/04/1997
-33.46305556,-70.71138889,CLARO CHILE S.A.,Claro,,Cerrillos,RM,DECRETO NOTIFICADO,144,14/04/1997
-33.51916667,-70.59722222,CLARO CHILE S.A.,Claro,,La Florida,RM,DECRETO NOTIFICADO,144,14/04/1997
-35.735,-71.63972222,CLARO CHILE S.A.,Claro,,Colbún,VII,DECRETO NOTIFICADO,144,14/04/1997
-33.39,-70.62138889,CLARO CHILE S.A.,Claro,,Huechuraba,RM,DECRETO NOTIFICADO,144,14/04/1997
-33.45416667,-70.71055556,CLARO CHILE S.A.,Claro,,Estación Central,RM,DECRETO NOTIFICADO,144,14/04/1997
-33.5725,-70.79888889,CLARO CHILE S.A.,Claro,,Padre Hurtado,RM,DECRETO NOTIFICADO,144,14/04/1997
-33.57777778,-71.49972222,CLARO CHILE S.A.,Claro,,San Antonio,V,DECRETO NOTIFICADO,144,14/04/1997
-39.40416667,-72.7,CLARO CHILE S.A.,Claro,,Loncoche,IX,DECRETO NOTIFICADO,144,14/04/1997
-40.17527778,-72.55055556,CLARO CHILE S.A.,Claro,,La Unión,XIV,DECRETO NOTIFICADO,144,14/04/1997
-41.21027778,-73.49027778,CLARO CHILE S.A.,Claro,,Fresia,X,DECRETO NOTIFICADO,144,14/04/1997
-33.3975,-70.70222222,CLARO CHILE S.A.,Claro,,Renca,RM,DECRETO NOTIFICADO,144,14/04/1997
-33.4175,-70.58027778,CLARO CHILE S.A.,Claro,,Las Condes,RM,DECRETO NOTIFICADO,144,14/04/1997
-33.43416667,-70.65611111,CLARO CHILE S.A.,Claro,,Santiago,RM,DECRETO NOTIFICADO,144,14/04/1997
-33.43805556,-70.62555556,CLARO CHILE S.A.,Claro,,Providencia,RM,DECRETO NOTIFICADO,144,14/04/1997
-41.62277778,-73.59472222,CLARO CHILE S.A.,Claro,,Maullín,X,DECRETO NOTIFICADO,144,14/04/1997
-33.44027778,-70.65388889,CLARO CHILE S.A.,Claro,,Santiago,RM,DECRETO NOTIFICADO,144,14/04/1997
-36.42527778,-71.83472222,CLARO CHILE S.A.,Claro,,San Carlos,VIII,DECRETO NOTIFICADO,144,14/04/1997
-38.44166667,-72.53333333,CLARO CHILE S.A.,Claro,,Perquenco,IX,DECRETO NOTIFICADO,144,14/04/1997
-41.88944444,-73.815,CLARO CHILE S.A.,Claro,,Ancud,X,DECRETO NOTIFICADO,144,14/04/1997
-29.93527778,-71.22,CLARO CHILE S.A.,Claro,,La Serena,IV,DECRETO NOTIFICADO,144,14/04/1997
-30.59444444,-71.16777778,CLARO CHILE S.A.,Claro,,Ovalle,IV,DECRETO NOTIFICADO,144,14/04/1997
-33.71944444,-71.00416667,CLARO CHILE S.A.,Claro,,Isla de Maipo,RM,DECRETO NOTIFICADO,144,14/04/1997
-33.74444444,-70.88916667,CLARO CHILE S.A.,Claro,,Isla de Maipo,RM,DECRETO NOTIFICADO,144,14/04/1997
-34.62666667,-71.00527778,CLARO CHILE S.A.,Claro,,Chimbarongo,VI,DECRETO NOTIFICADO,144,14/04/1997
-34.97444444,-71.22777778,CLARO CHILE S.A.,Claro,,Curicó,VII,DECRETO NOTIFICADO,144,14/04/1997
-37.25833333,-73.71666667,CLARO CHILE S.A.,Claro,,San Rosendo,VIII,DECRETO NOTIFICADO,144,14/04/1997
-38.44472222,-72.65666667,CLARO CHILE S.A.,Claro,,Galvarino,IX,DECRETO NOTIFICADO,144,14/04/1997
-32.78694444,-71.19416667,CLARO CHILE S.A.,Claro,,Calera,V,DECRETO NOTIFICADO,144,14/04/1997
-33.02333333,-71.55083333,CLARO CHILE S.A.,Claro,,Viña del Mar,V,DECRETO NOTIFICADO,144,14/04/1997
-33.0425,-71.35583333,CLARO CHILE S.A.,Claro,,Villa Alemana,V,DECRETO NOTIFICADO,144,14/04/1997
-33.10833333,-71.56666667,CLARO CHILE S.A.,Claro,,Valparaíso,V,DECRETO NOTIFICADO,144,14/04/1997
-33.415,-70.59944444,CLARO CHILE S.A.,Claro,,Providencia,RM,DECRETO NOTIFICADO,144,14/04/1997
-33.41861111,-70.61861111,CLARO CHILE S.A.,Claro,,Providencia,RM,DECRETO NOTIFICADO,144,14/04/1997
-33.43,-70.64027778,CLARO CHILE S.A.,Claro,,Recoleta,RM,DECRETO NOTIFICADO,144,14/04/1997
-33.35527778,-70.50472222,CLARO CHILE S.A.,Claro,,Lo Barnechea,RM,DECRETO NOTIFICADO,144,14/04/1997
-33.39,-70.62138889,CLARO CHILE S.A.,Claro,,Huechuraba,RM,DECRETO NOTIFICADO,144,14/04/1997
-33.39305556,-70.53527778,CLARO CHILE S.A.,Claro,,Las Condes,RM,DECRETO NOTIFICADO,144,14/04/1997
-18.4675,-70.29833333,CLARO CHILE S.A.,Claro,,Arica,XV,DECRETO NOTIFICADO,144,14/04/1997
-37.66111111,-72.01666667,CLARO CHILE S.A.,Claro,,Santa Bárbara,VIII,DECRETO NOTIFICADO,144,14/04/1997
-39.85833333,-72.80833333,CLARO CHILE S.A.,Claro,,Los Lagos,XIV,DECRETO NOTIFICADO,144,14/04/1997
-45.52333333,-72.10944444,CLARO CHILE S.A.,Claro,,Coyhaique,XI,DECRETO NOTIFICADO,144,14/04/1997
-53.13972222,-70.86444444,CLARO CHILE S.A.,Claro,,Punta Arenas,XII,DECRETO NOTIFICADO,144,14/04/1997
-22.10166667,-70.18638889,CLARO CHILE S.A.,Claro,,Tocopilla,II,DECRETO NOTIFICADO,144,14/04/1997
-28.575,-70.75833333,CLARO CHILE S.A.,Claro,,Vallenar,III,DECRETO NOTIFICADO,144,14/04/1997
-40.14166667,-72.95,CLARO CHILE S.A.,Claro,,Paillaco,XIV,DECRETO NOTIFICADO,144,14/04/1997
-22.45944444,-68.92222222,CLARO CHILE S.A.,Claro,,Calama,II,DECRETO NOTIFICADO,144,14/04/1997
-27.36611111,-70.33027778,CLARO CHILE S.A.,Claro,,Copiapó,III,DECRETO NOTIFICADO,144,14/04/1997
-20.20305556,-70.13666667,CLARO CHILE S.A.,Claro,,Iquique,I,DECRETO NOTIFICADO,144,14/04/1997
-23.57833333,-70.33305556,CLARO CHILE S.A.,Claro,,Antofagasta,II,DECRETO NOTIFICADO,144,14/04/1997
-27.43861111,-70.24666667,CLARO CHILE S.A.,Claro,,Tierra Amarilla,III,DECRETO NOTIFICADO,144,14/04/1997
-39.80666667,-73.24055556,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Lanco,XIV,DECRETO NOTIFICADO,145,14/04/1997
-32.87611111,-71.24666667,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Quillota,V,DECRETO NOTIFICADO,145,14/04/1997
-34.37138889,-71.85722222,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Pichilemu,VI,DECRETO NOTIFICADO,145,14/04/1997
-34.16694444,-70.74444444,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Rancagua,VI,DECRETO NOTIFICADO,145,14/04/1997
-35.84166667,-71.59083333,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Linares,VII,DECRETO NOTIFICADO,145,14/04/1997
-32.37416667,-71.04527778,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Cabildo,V,DECRETO NOTIFICADO,145,14/04/1997
-31.74166667,-71.99166667,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Salamanca,IV,DECRETO NOTIFICADO,145,14/04/1997
-42.47722222,-73.46166667,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Quinchao,X,DECRETO NOTIFICADO,145,14/04/1997
-23.64805556,-70.39888889,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Antofagasta,II,DECRETO NOTIFICADO,145,14/04/1997
-23.64805556,-70.39888889,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Antofagasta,II,DECRETO NOTIFICADO,145,14/04/1997
-23.64805556,-70.39888889,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Antofagasta,II,DECRETO NOTIFICADO,145,14/04/1997
-33.69583333,-71.42111111,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Melipilla,RM,DECRETO NOTIFICADO,145,14/04/1997
-35.40944444,-71.69472222,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Talca,VII,DECRETO NOTIFICADO,145,14/04/1997
-45.57138889,-72.05555556,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Coyhaique,XI,DECRETO NOTIFICADO,145,14/04/1997
-34.615,-71.01166667,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,San Fernando,VI,DECRETO NOTIFICADO,145,14/04/1997
-35.00166667,-71.15277778,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Curicó,VII,DECRETO NOTIFICADO,145,14/04/1997
-35.95972222,-71.86083333,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Retiro,VII,DECRETO NOTIFICADO,145,14/04/1997
-32.86583333,-70.53722222,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Calle Larga,V,DECRETO NOTIFICADO,145,14/04/1997
-36.95277778,-73.08027778,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Coronel,VIII,DECRETO NOTIFICADO,145,14/04/1997
-37.425,-72.72777778,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Nacimiento,VIII,DECRETO NOTIFICADO,145,14/04/1997
-39.32083333,-72.68194444,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Loncoche,IX,DECRETO NOTIFICADO,145,14/04/1997
-23.5775,-70.33277778,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Antofagasta,II,DECRETO NOTIFICADO,145,14/04/1997
-28.46527778,-70.63833333,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Vallenar,III,DECRETO NOTIFICADO,145,14/04/1997
-41.11083333,-73.0325,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Frutillar,X,DECRETO NOTIFICADO,145,14/04/1997
-41.46416667,-72.96194444,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Puerto Montt,X,DECRETO NOTIFICADO,145,14/04/1997
-40.33944444,-72.465,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Lago Ranco,XIV,DECRETO NOTIFICADO,145,14/04/1997
-33.99277778,-70.55027778,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Mostazal,VI,DECRETO NOTIFICADO,145,14/04/1997
-29.95777778,-71.33777778,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Coquimbo,IV,DECRETO NOTIFICADO,145,14/04/1997
-32.95111111,-71.52527778,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Concón,V,DECRETO NOTIFICADO,145,14/04/1997
-22.45805556,-68.92777778,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Calama,II,DECRETO NOTIFICADO,145,14/04/1997
-36.94638889,-72.17027778,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Pemuco,VIII,DECRETO NOTIFICADO,145,14/04/1997
-38.42777778,-71.39111111,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Lonquimay,IX,DECRETO NOTIFICADO,145,14/04/1997
-33.61111111,-70.56444444,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Puente Alto,RM,DECRETO NOTIFICADO,145,14/04/1997
-38.64888889,-72.58416667,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Temuco,IX,DECRETO NOTIFICADO,145,14/04/1997
-33.68,-70.73333333,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,San Bernardo,RM,DECRETO NOTIFICADO,145,14/04/1997
-41.31,-72.99388889,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Puerto Varas,X,DECRETO NOTIFICADO,145,14/04/1997
-33.23944444,-70.79972222,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Lampa,RM,DECRETO NOTIFICADO,145,14/04/1997
-33.44083333,-70.65388889,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Santiago,RM,DECRETO NOTIFICADO,145,14/04/1997
-33.44083333,-70.65388889,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Santiago,RM,DECRETO NOTIFICADO,145,14/04/1997
-33.63361111,-71.05777778,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,El Monte,RM,DECRETO NOTIFICADO,145,14/04/1997
-20.21222222,-70.15027778,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Iquique,I,DECRETO NOTIFICADO,145,14/04/1997
-33.04055556,-71.62416667,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Viña del Mar,V,DECRETO NOTIFICADO,145,14/04/1997
-40.37722222,-73.12166667,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Lago Ranco,XIV,DECRETO NOTIFICADO,145,14/04/1997
-39.58222222,-72.92861111,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,San José de la Mariquina,XIV,DECRETO NOTIFICADO,145,14/04/1997
-34.93916667,-71.48583333,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Rauco,VII,DECRETO NOTIFICADO,145,14/04/1997
-37.82472222,-72.48416667,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Angol,IX,DECRETO NOTIFICADO,145,14/04/1997
-33.43472222,-70.55111111,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Recoleta,RM,DECRETO NOTIFICADO,145,14/04/1997
-31.91083333,-71.505,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Los Vilos,IV,DECRETO NOTIFICADO,145,14/04/1997
-40.06222222,-72.50333333,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Futrono,XIV,DECRETO NOTIFICADO,145,14/04/1997
-53.145,-70.90972222,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Punta Arenas,XII,DECRETO NOTIFICADO,145,14/04/1997
-33.0275,-71.57777778,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Viña del Mar,V,DECRETO NOTIFICADO,145,14/04/1997
-37.31611111,-72.03166667,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Quilleco,VIII,DECRETO NOTIFICADO,145,14/04/1997
-41.25,-73.46611111,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Fresia,X,DECRETO NOTIFICADO,145,14/04/1997
-37.63166667,-72.01861111,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Santa Bárbara,VIII,DECRETO NOTIFICADO,145,14/04/1997
-38.03972222,-72.945,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Purén,IX,DECRETO NOTIFICADO,145,14/04/1997
-38.93666667,-73.15472222,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Teodoro Schmidt,IX,DECRETO NOTIFICADO,145,14/04/1997
-42.93388889,-72.6975,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Chaitén,X,DECRETO NOTIFICADO,145,14/04/1997
-40.73583333,-73.36,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Río Negro,X,DECRETO NOTIFICADO,145,14/04/1997
-34.97361111,-71.79916667,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Hualañé,VII,DECRETO NOTIFICADO,145,14/04/1997
-33.7325,-70.74027778,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Buin,RM,DECRETO NOTIFICADO,145,14/04/1997
-33.50388889,-70.75916667,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Maipú,RM,DECRETO NOTIFICADO,145,14/04/1997
-33.61166667,-70.90138889,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Peñaflor,RM,DECRETO NOTIFICADO,145,14/04/1997
-33.40666667,-70.57472222,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Las Condes,RM,DECRETO NOTIFICADO,145,14/04/1997
-38.73083333,-72.59222222,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Temuco,IX,DECRETO NOTIFICADO,145,14/04/1997
-32.96916667,-71.2425,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Limache,V,DECRETO NOTIFICADO,145,14/04/1997
-37.62305556,-73.45416667,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Los Álamos,VIII,DECRETO NOTIFICADO,145,14/04/1997
-37.14,-73.09694444,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Lota,VIII,DECRETO NOTIFICADO,145,14/04/1997
-34.21305556,-70.7325,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Requínoa,VI,DECRETO NOTIFICADO,145,14/04/1997
-38.12166667,-72.92861111,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Pitrufquén,IX,DECRETO NOTIFICADO,145,14/04/1997
-36.62638889,-72.70583333,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Ranquil,VIII,DECRETO NOTIFICADO,145,14/04/1997
-42.85666667,-73.73722222,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Quellón,X,DECRETO NOTIFICADO,145,14/04/1997
-35.15777778,-71.45277778,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Sagrada Familia,VII,DECRETO NOTIFICADO,145,14/04/1997
-38.8075,-72.28972222,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Vilcún,IX,DECRETO NOTIFICADO,145,14/04/1997
-34.57138889,-71.20722222,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,San Vicente,VI,DECRETO NOTIFICADO,145,14/04/1997
-36.83194444,-73.04166667,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Concepción,VIII,DECRETO NOTIFICADO,145,14/04/1997
-36.82972222,-73.04055556,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Concepción,VIII,DECRETO NOTIFICADO,145,14/04/1997
-36.82972222,-73.04055556,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Concepción,VIII,DECRETO NOTIFICADO,145,14/04/1997
