lat,lon,Empresa,Compañía,,Comuna,Región,Tipo Documento,Nro. Documento,Fecha Documento
-29.90305556,-71.24861111,TELEFONICA MOVILES CHILE S.A.,Otros,,La Serena,IV,DECRETO NOTIFICADO,695,7/9/2009
-33.42825,-70.64777778,TELEFONICA MOVILES CHILE S.A.,Otros,,Recoleta,RM,DECRETO NOTIFICADO,695,7/9/2009
-32.96861111,-71.25055556,TELEFONICA MOVILES CHILE S.A.,Otros,,Limache,V,DECRETO NOTIFICADO,695,7/9/2009
-37.07916667,-73.14111111,TELEFONICA MOVILES CHILE S.A.,Otros,,Lota,VIII,DECRETO NOTIFICADO,291,25/06/2001
-18.4635,-70.30347222,TELEFONICA MOVILES DE CHILE S.A.,Otros,,Arica,XV,DECRETO NOTIFICADO,15,21/01/2002
-18.4635,-70.30347222,TELEFONICA MOVILES DE CHILE S.A.,Otros,,Iquique,I,DECRETO NOTIFICADO,15,21/01/2002
-33.52777778,-70.60361111,ENTEL TELEFONIA MOVIL S.A.,Entel,,La Florida,RM,DECRETO NOTIFICADO,271,22/05/2006
-33.5375,-70.61388889,ENTEL TELEFONIA MOVIL S.A.,Entel,,La Granja,RM,DECRETO NOTIFICADO,271,22/05/2006
-33.53861111,-70.63194444,ENTEL TELEFONIA MOVIL S.A.,Entel,,La Granja,RM,DECRETO NOTIFICADO,271,22/05/2006
-33.53777778,-70.64083333,ENTEL TELEFONIA MOVIL S.A.,Entel,,San Ramón,RM,DECRETO NOTIFICADO,271,22/05/2006
-24.20361111,-69.04694444,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Antofagasta,II,DECRETO NOTIFICADO,858,27/10/2009
-34.34027778,-70.37666667,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Machalí,VI,DECRETO NOTIFICADO,858,27/10/2009
-39.78972222,-73.195,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Valdivia,XIV,DECRETO NOTIFICADO,858,27/10/2009
-41.79527778,-73.17805556,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Calbuco,X,DECRETO NOTIFICADO,858,27/10/2009
-40.57444444,-73.13416667,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Osorno,X,DECRETO NOTIFICADO,858,27/10/2009
-22.43194444,-68.92055556,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Calama,II,DECRETO NOTIFICADO,659,31/08/2009
-33.0575,-71.59138889,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Valparaíso,V,DECRETO NOTIFICADO,657,31/08/2009
-33.39527778,-71.58972222,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Algarrobo,V,DECRETO NOTIFICADO,716,9/9/2009
-33.47472222,-70.585,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Macul,RM,DECRETO NOTIFICADO,783,1/9/2010
-33.44,-70.60361111,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Providencia,RM,DECRETO NOTIFICADO,783,1/9/2010
-33.39666667,-70.58388889,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Vitacura,RM,DECRETO NOTIFICADO,783,1/9/2010
-33.38638889,-70.50361111,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Las Condes,RM,DECRETO NOTIFICADO,717,9/9/2009
-33.38472222,-70.49916667,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Las Condes,RM,DECRETO NOTIFICADO,717,9/9/2009
-24.20361111,-69.04694444,ENTEL TELEFONIA MOVIL S.A.,Entel,,Antofagasta,II,DECRETO NOTIFICADO,661,31/08/2009
-34.34027778,-70.37666667,ENTEL TELEFONIA MOVIL S.A.,Entel,,Machalí,VI,DECRETO NOTIFICADO,661,31/08/2009
-39.78972222,-73.195,ENTEL TELEFONIA MOVIL S.A.,Entel,,Valdivia,XIV,DECRETO NOTIFICADO,661,31/08/2009
-39.79861111,-73.20555556,ENTEL TELEFONIA MOVIL S.A.,Entel,,Valdivia,XIV,DECRETO NOTIFICADO,661,31/08/2009
-41.79527778,-73.17805556,ENTEL TELEFONIA MOVIL S.A.,Entel,,Calbuco,X,DECRETO NOTIFICADO,661,31/08/2009
-41.79388889,-73.17888889,ENTEL TELEFONIA MOVIL S.A.,Entel,,Calbuco,X,DECRETO NOTIFICADO,661,31/08/2009
-40.57444444,-73.13416667,ENTEL TELEFONIA MOVIL S.A.,Entel,,Osorno,X,DECRETO NOTIFICADO,661,31/08/2009
-33.0575,-71.59138889,ENTEL TELEFONIA MOVIL S.A.,Entel,,Valparaíso,V,DECRETO NOTIFICADO,714,9/9/2009
-33.39527778,-71.58972222,ENTEL TELEFONIA MOVIL S.A.,Entel,,Algarrobo,V,DECRETO NOTIFICADO,669,1/9/2009
-33.29805556,-71.31694444,ENTEL TELEFONIA MOVIL S.A.,Entel,,Casablanca,V,DECRETO NOTIFICADO,669,1/9/2009
-33.36083333,-70.66194444,ENTEL TELEFONIA MOVIL S.A.,Entel,,Huechuraba,RM,DECRETO NOTIFICADO,617,13/07/2010
-33.44,-70.60361111,ENTEL TELEFONIA MOVIL S.A.,Entel,,Providencia,RM,DECRETO NOTIFICADO,617,13/07/2010
-33.39666667,-70.58388889,ENTEL TELEFONIA MOVIL S.A.,Entel,,Vitacura,RM,DECRETO NOTIFICADO,617,13/07/2010
-33.43638889,-70.55388889,ENTEL TELEFONIA MOVIL S.A.,Entel,,La Reina,RM,DECRETO NOTIFICADO,670,1/9/2009
-33.44972222,-70.56083333,ENTEL TELEFONIA MOVIL S.A.,Entel,,La Reina,RM,DECRETO NOTIFICADO,670,1/9/2009
-33.38638889,-70.50361111,ENTEL TELEFONIA MOVIL S.A.,Entel,,Las Condes,RM,DECRETO NOTIFICADO,940,16/11/2012
-33.38416667,-70.50166667,ENTEL TELEFONIA MOVIL S.A.,Entel,,Las Condes,RM,DECRETO NOTIFICADO,940,16/11/2012
-33.41944444,-70.57472222,ENTEL TELEFONIA MOVIL S.A.,Entel,,Las Condes,RM,DECRETO NOTIFICADO,940,16/11/2012
-33.38472222,-70.49916667,ENTEL TELEFONIA MOVIL S.A.,Entel,,Las Condes,RM,DECRETO NOTIFICADO,940,16/11/2012
-23.6475,-70.39722222,CLARO CHILE S.A.,Claro,,Antofagasta,II,DECRETO NOTIFICADO,686,11/7/2007
-29.93638889,-71.26,CLARO CHILE S.A.,Claro,,La Serena,IV,DECRETO NOTIFICADO,686,11/7/2007
-34.66888889,-71.62944444,CLARO CHILE S.A.,Claro,,Pumanque,VI,DECRETO NOTIFICADO,686,11/7/2007
-33.52138889,-70.70666667,CLARO CHILE S.A.,Claro,,Cerrillos,RM,DECRETO NOTIFICADO,686,11/7/2007
-33.39166667,-70.65166667,CLARO CHILE S.A.,Claro,,Recoleta,RM,DECRETO NOTIFICADO,686,11/7/2007
-40.18194444,-72.55277778,CLARO CHILE S.A.,Claro,,Paillaco,XIV,DECRETO NOTIFICADO,686,11/7/2007
-33.38666667,-70.69444444,CLARO CHILE S.A.,Claro,,Renca,RM,DECRETO NOTIFICADO,686,11/7/2007
-33.43416667,-70.70638889,CLARO CHILE S.A.,Claro,,Quinta Normal,RM,DECRETO NOTIFICADO,686,11/7/2007
-33.46555556,-70.62666667,CLARO CHILE S.A.,Claro,,Ñuñoa,RM,DECRETO NOTIFICADO,686,11/7/2007
-33.3725,-70.76,CLARO CHILE S.A.,Claro,,Quilicura,RM,DECRETO NOTIFICADO,361,23/04/2007
-32.035,-71.62666667,ENTEL TELEFONIA MOVIL S.A.,Entel,,Zapallar,V,DECRETO NOTIFICADO,290,7/5/2003
-35.52333333,-71.7025,ENTEL TELEFONIA MOVIL S.A.,Entel,,Maule,VII,DECRETO NOTIFICADO,290,7/5/2003
-35.52333333,-71.7025,ENTEL TELEFONIA MOVIL S.A.,Entel,,Lo Barnechea,RM,DECRETO NOTIFICADO,290,7/5/2003
-32.89861111,-70.23666667,ENTEL TELEFONIA MOVIL S.A.,Entel,,Los Andes,V,DECRETO NOTIFICADO,290,7/5/2003
-32.035,-71.62666667,ENTEL TELEFONIA MOVIL S.A.,Entel,,Valparaíso,V,DECRETO NOTIFICADO,290,7/5/2003
-33.05638889,-70.86861111,ENTEL TELEFONIA MOVIL S.A.,Entel,,Til Til,RM,DECRETO NOTIFICADO,290,7/5/2003
-36.60388889,-72.095,ENTEL TELEFONIA MOVIL S.A.,Entel,,Chillán,VIII,DECRETO NOTIFICADO,290,7/5/2003
-41.47388889,-72.94972222,ENTEL TELEFONIA MOVIL S.A.,Entel,,Puerto Montt,X,DECRETO NOTIFICADO,290,7/5/2003
-33.61083333,-71.60527778,ENTEL TELEFONIA MOVIL S.A.,Entel,,San Antonio,V,DECRETO NOTIFICADO,290,7/5/2003
-31.73777778,-70.49416667,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Salamanca,IV,DECRETO NOTIFICADO,336,30/05/2003
-38.72972222,-72.55694444,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Temuco,IX,DECRETO NOTIFICADO,870,8/6/2011
-33.48033333,-70.52944444,TELEFONICA MOVILES CHILE S.A.,Otros,,Peñalolén,RM,RESOLUCIÓN EXENTA,1003,25/03/2013
-33.43603611,-70.58775,TELEFONICA MOVILES CHILE S.A.,Otros,,Providencia,RM,RESOLUCIÓN EXENTA,1003,25/03/2013
-33.42188889,-70.71411111,TELEFONICA MOVILES CHILE S.A.,Otros,,Quinta Normal,RM,RESOLUCIÓN EXENTA,1003,25/03/2013
-33.54058333,-70.68133333,TELEFONICA MOVILES CHILE S.A.,Otros,,La Cisterna,RM,RESOLUCIÓN EXENTA,1003,25/03/2013
-33.48713889,-70.72575,TELEFONICA MOVILES CHILE S.A.,Otros,,Cerrillos,RM,RESOLUCIÓN EXENTA,1003,25/03/2013
-33.45286111,-70.69727778,TELEFONICA MOVILES CHILE S.A.,Otros,,Estación Central,RM,RESOLUCIÓN EXENTA,1003,25/03/2013
-29.95408333,-71.33777778,TELEFONICA MOVILES CHILE S.A.,Otros,,Coquimbo,IV,RESOLUCIÓN EXENTA,1003,25/03/2013
-20.28351667,-70.10151111,TELEFONICA MOVILES CHILE S.A.,Otros,,Alto Hospicio,I,RESOLUCIÓN EXENTA,1003,25/03/2013
-33.03066667,-71.53,TELEFONICA MOVILES CHILE S.A.,Otros,,Viña del Mar,V,RESOLUCIÓN EXENTA,1003,25/03/2013
-33.48138889,-70.65555556,TELEFONICA MOVILES DE CHILE S.A.,Otros,,San Miguel,RM,DECRETO NOTIFICADO,238,4/5/2001
-33.80772222,-70.68955556,TELEFONICA MOVILES DE CHILE S.A.,Otros,,Paine,RM,DECRETO NOTIFICADO,238,4/5/2001
-33.62697222,-70.76436111,TELEFONICA MOVILES DE CHILE S.A.,Otros,,Calera de Tango,RM,DECRETO NOTIFICADO,238,4/5/2001
-33.47266667,-70.68730556,TELEFONICA MOVILES DE CHILE S.A.,Otros,,Lo Espejo,RM,DECRETO NOTIFICADO,238,4/5/2001
-33.49302778,-70.67061111,TELEFONICA MOVILES DE CHILE S.A.,Otros,,Pedro Aguirre Cerda,RM,DECRETO NOTIFICADO,238,4/5/2001
-33.51163889,-70.68441667,TELEFONICA MOVILES DE CHILE S.A.,Otros,,Lo Espejo,RM,DECRETO NOTIFICADO,238,4/5/2001
-33.571,-70.55477778,TELEFONICA MOVILES DE CHILE S.A.,Otros,,Puente Alto,RM,DECRETO NOTIFICADO,238,4/5/2001
-33.51283333,-70.65683333,TELEFONICA MOVILES DE CHILE S.A.,Otros,,La Cisterna,RM,DECRETO NOTIFICADO,238,4/5/2001
-33.61455556,-70.61947222,TELEFONICA MOVILES DE CHILE S.A.,Otros,,Puente Alto,RM,DECRETO NOTIFICADO,238,4/5/2001
-33.55136111,-70.62969444,TELEFONICA MOVILES DE CHILE S.A.,Otros,,San Ramón,RM,DECRETO NOTIFICADO,238,4/5/2001
-33.49680556,-70.64080556,TELEFONICA MOVILES DE CHILE S.A.,Otros,,San Miguel,RM,DECRETO NOTIFICADO,238,4/5/2001
-33.55036111,-70.70327778,TELEFONICA MOVILES DE CHILE S.A.,Otros,,San Bernardo,RM,DECRETO NOTIFICADO,238,4/5/2001
-34.57805556,-70.98583333,TELEFONICA MOVILES CHILE S.A.,Otros,,San Fernando,VI,DECRETO NOTIFICADO,636,18/07/2008
-38.34222222,-72.49861111,TELEFONICA MOVILES CHILE S.A.,Otros,,Victoria,IX,DECRETO NOTIFICADO,636,18/07/2008
-39.56916667,-72.21944444,TELEFONICA MOVILES CHILE S.A.,Otros,,Panguipulli,XIV,DECRETO NOTIFICADO,636,18/07/2008
-52.25916667,-68.93861111,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,San Gregorio,XII,DECRETO NOTIFICADO,206,30/06/2005
-52.77166667,-69.28666667,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Primavera,XII,DECRETO NOTIFICADO,206,30/06/2005
-33.46111111,-70.70611111,ENTEL TELEFONIA MOVIL S.A.,Entel,,Estación Central,RM,DECRETO NOTIFICADO,212,30/05/2005
-33.38388889,-70.65555556,ENTEL TELEFONIA MOVIL S.A.,Entel,,Conchalí,RM,DECRETO NOTIFICADO,212,30/05/2005
-52.12277778,-71.52361111,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Laguna Blanca,XII,DECRETO NOTIFICADO,364,19/08/2005
-52.38083333,-69.7525,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,San Gregorio,XII,DECRETO NOTIFICADO,364,19/08/2005
-52.94,-70.81694444,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Punta Arenas,XII,DECRETO NOTIFICADO,364,19/08/2005
-52.37333333,-71.47916667,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Laguna Blanca,XII,DECRETO NOTIFICADO,364,19/08/2005
-41.74694444,-73.70722222,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Maullín,X,DECRETO NOTIFICADO,207,30/05/2005
-42.61277778,-73.65388889,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Puqueldón,X,DECRETO NOTIFICADO,207,30/05/2005
-40.58416667,-73.74222222,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,San Juan de la Costa,X,DECRETO NOTIFICADO,207,30/05/2005
-33.44055556,-70.65416667,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Santiago,RM,DECRETO NOTIFICADO,247,20/06/2005
-33.44055556,-70.65416667,ENTEL TELEFONIA MOVIL S.A.,Entel,,Santiago,RM,DECRETO NOTIFICADO,361,-
-53.13777778,-70.91944444,CLARO CHILE S.A.,Claro,,Punta Arenas,XII,DECRETO NOTIFICADO,626,18/07/2008
-33.41416667,-70.67111111,CLARO CHILE S.A.,Claro,,Independencia,RM,DECRETO NOTIFICADO,626,18/07/2008
-33.49416667,-70.59833333,CLARO CHILE S.A.,Claro,,Macul,RM,DECRETO NOTIFICADO,626,18/07/2008
-53.13777778,-70.91944444,CLARO CHILE S.A.,Claro,,Punta Arenas,XII,DECRETO NOTIFICADO,573,11/7/2008
-33.41416667,-70.67111111,CLARO CHILE S.A.,Claro,,Independencia,RM,DECRETO NOTIFICADO,573,11/7/2008
-27.50611111,-70.35194444,CLARO CHILE S.A.,Claro,,Tierra Amarilla,III,DECRETO NOTIFICADO,195,26/02/2009
-33.35861111,-71.39944444,CLARO CHILE S.A.,Claro,,Casablanca,V,DECRETO NOTIFICADO,195,26/02/2009
-32.84027778,-71.24694444,CLARO CHILE S.A.,Claro,,Quillota,V,DECRETO NOTIFICADO,195,26/02/2009
-35.3325,-72.40833333,CLARO CHILE S.A.,Claro,,Constitución,VII,DECRETO NOTIFICADO,195,26/02/2009
-35.99833333,-71.42833333,CLARO CHILE S.A.,Claro,,Linares,VII,DECRETO NOTIFICADO,195,26/02/2009
-36.72444444,-72.97333333,CLARO CHILE S.A.,Claro,,Penco,VIII,DECRETO NOTIFICADO,195,26/02/2009
-36.41888889,-72.66111111,CLARO CHILE S.A.,Claro,,Treguaco,VIII,DECRETO NOTIFICADO,195,26/02/2009
-42.13722222,-73.47694444,CLARO CHILE S.A.,Claro,,Quemchi,X,DECRETO NOTIFICADO,195,26/02/2009
-41.10305556,-73.22833333,CLARO CHILE S.A.,Claro,,Frutillar,X,DECRETO NOTIFICADO,195,26/02/2009
-39.64611111,-72.95222222,CLARO CHILE S.A.,Claro,,Máfil,XIV,DECRETO NOTIFICADO,195,26/02/2009
-40.38138889,-73.125,CLARO CHILE S.A.,Claro,,La Unión,XIV,DECRETO NOTIFICADO,195,26/02/2009
-33.52638889,-70.65972222,CLARO CHILE S.A.,Claro,,La Cisterna,RM,DECRETO NOTIFICADO,195,26/02/2009
-33.44111111,-70.65472222,VTR MOVIL S.A.,VTR,,Santiago,RM,DECRETO NOTIFICADO,907,9/6/2011
-33.40722222,-70.60027778,VTR MOVIL S.A.,VTR,,Vitacura,RM,DECRETO NOTIFICADO,907,9/6/2011
-33.42472222,-70.59527778,VTR MOVIL S.A.,VTR,,Providencia,RM,DECRETO NOTIFICADO,907,9/6/2011
-32.50916667,-71.45166667,VTR MOVIL S.A.,VTR,,Papudo,V,DECRETO NOTIFICADO,1520,29/11/2011
-33.11527778,-71.57083333,VTR MOVIL S.A.,VTR,,Valparaíso,V,DECRETO NOTIFICADO,1520,29/11/2011
-34.40166667,-72.01361111,VTR MOVIL S.A.,VTR,,Pichilemu,VI,DECRETO NOTIFICADO,1520,29/11/2011
-35.43027778,-71.65611111,VTR MOVIL S.A.,VTR,,Talca,VII,DECRETO NOTIFICADO,1520,29/11/2011
-36.89694444,-72.01416667,VTR MOVIL S.A.,VTR,,El Carmen,VIII,DECRETO NOTIFICADO,1520,29/11/2011
-33.17555556,-70.65333333,VTR MOVIL S.A.,VTR,,Colina,RM,DECRETO NOTIFICADO,835,8/6/2011
-33.39527778,-70.52277778,VTR MOVIL S.A.,VTR,,Las Condes,RM,DECRETO NOTIFICADO,835,8/6/2011
-33.49305556,-70.58777778,VTR MOVIL S.A.,VTR,,Macul,RM,DECRETO NOTIFICADO,835,8/6/2011
-33.36805556,-70.54694444,CLARO CHILE S.A.,Claro,,Vitacura,RM,DECRETO NOTIFICADO,690,5/5/2011
-33.70527778,-70.93305556,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Talagante,RM,DECRETO NOTIFICADO,774,26/12/2013
-33.37638889,-70.58388889,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Vitacura,RM,RESOLUCIÓN EXENTA,2081,5/6/2013
-33.37638889,-70.56583333,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Vitacura,RM,RESOLUCIÓN EXENTA,2081,5/6/2013
-33.36722222,-70.57805556,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Vitacura,RM,RESOLUCIÓN EXENTA,2081,5/6/2013
-33.36305556,-70.57666667,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Vitacura,RM,RESOLUCIÓN EXENTA,2081,5/6/2013
-33.37416667,-70.57111111,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Vitacura,RM,RESOLUCIÓN EXENTA,2081,5/6/2013
-33.37666667,-70.57,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Vitacura,RM,RESOLUCIÓN EXENTA,2081,5/6/2013
-33.40138889,-70.51416667,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Las Condes,RM,RESOLUCIÓN EXENTA,2081,5/6/2013
-33.60833333,-70.57472222,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Puente Alto,RM,RESOLUCIÓN EXENTA,2081,5/6/2013
-33.38805556,-70.50138889,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Las Condes,RM,RESOLUCIÓN EXENTA,2081,5/6/2013
-33.41277778,-70.51805556,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Las Condes,RM,RESOLUCIÓN EXENTA,2081,5/6/2013
-33.03722222,-71.51825,TELEFONICA MOVILES DE CHILE S.A.,Otros,,Viña del Mar,V,DECRETO NOTIFICADO,793,13/11/2002
-33.51416667,-70.65361111,ENTEL TELEFONIA MOVIL S.A.,Entel,,La Cisterna,RM,DECRETO NOTIFICADO,335,30/05/2003
-35.4325,-71.67055556,ENTEL TELEFONIA MOVIL S.A.,Entel,,Talca,VII,DECRETO NOTIFICADO,335,30/05/2003
-33.55916667,-70.60222222,ENTEL TELEFONIA MOVIL S.A.,Entel,,La Florida,RM,DECRETO NOTIFICADO,337,30/05/2003
-33.5425,-70.63027778,NEXTEL S.A.,Nextel,,La Granja,RM,RESOLUCIÓN EXENTA,4968,10/10/2012
-33.73027778,-70.73277778,NEXTEL S.A.,Nextel,,Buin,RM,RESOLUCIÓN EXENTA,4968,10/10/2012
-33.41416667,-70.58083333,NEXTEL S.A.,Nextel,,Las Condes,RM,RESOLUCIÓN EXENTA,4968,10/10/2012
-33.60666667,-70.89333333,NEXTEL S.A.,Nextel,,Peñaflor,RM,RESOLUCIÓN EXENTA,4968,10/10/2012
-33.48222222,-70.60166667,NEXTEL S.A.,Nextel,,San Joaquín,RM,RESOLUCIÓN EXENTA,4968,10/10/2012
-33.49361111,-70.60833333,NEXTEL S.A.,Nextel,,Macul,RM,RESOLUCIÓN EXENTA,4968,10/10/2012
-33.42777778,-70.70472222,NEXTEL S.A.,Nextel,,Quinta Normal,RM,RESOLUCIÓN EXENTA,4968,10/10/2012
-33.45861111,-70.63111111,NEXTEL S.A.,Nextel,,Santiago,RM,RESOLUCIÓN EXENTA,4968,10/10/2012
-33.36388889,-70.35055556,NEXTEL S.A.,Nextel,,Lo Barnechea,RM,RESOLUCIÓN EXENTA,4968,10/10/2012
-33.68472222,-71.21527778,NEXTEL S.A.,Nextel,,Melipilla,RM,RESOLUCIÓN EXENTA,4968,10/10/2012
-33.30722222,-70.6725,NEXTEL S.A.,Nextel,,Colina,RM,RESOLUCIÓN EXENTA,4968,10/10/2012
-33.44666667,-70.58694444,NEXTEL S.A.,Nextel,,Ñuñoa,RM,RESOLUCIÓN EXENTA,4968,10/10/2012
-33.35888889,-70.47777778,NEXTEL S.A.,Nextel,,Lo Barnechea,RM,RESOLUCIÓN EXENTA,4968,10/10/2012
-33.64333333,-70.81333333,NEXTEL S.A.,Nextel,,Calera de Tango,RM,RESOLUCIÓN EXENTA,4968,10/10/2012
-33.37944444,-70.54111111,NEXTEL S.A.,Nextel,,Vitacura,RM,RESOLUCIÓN EXENTA,4968,10/10/2012
-33.04805556,-71.00166667,NEXTEL S.A.,Nextel,,Til Til,RM,RESOLUCIÓN EXENTA,4968,10/10/2012
-36.82555556,-73.05138889,NEXTEL S.A.,Nextel,,Concepción,VIII,RESOLUCIÓN EXENTA,5017,12/10/2012
-41.86166667,-73.80555556,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Ancud,X,DECRETO NOTIFICADO,628,26/12/2001
-29.91888889,-71.24777778,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,La Serena,IV,DECRETO NOTIFICADO,628,26/12/2001
-34.17583333,-70.65055556,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Machalí,VI,DECRETO NOTIFICADO,628,26/12/2001
-38.73277778,-72.62722222,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Temuco,IX,DECRETO NOTIFICADO,628,26/12/2001
-22.90638889,-68.19666667,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,San Pedro de Atacama,II,DECRETO NOTIFICADO,628,26/12/2001
-18.46888889,-70.28638889,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Arica,XV,DECRETO NOTIFICADO,628,26/12/2001
-37.15833333,-72.06944444,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Yungay,VIII,DECRETO NOTIFICADO,628,26/12/2001
-31.83611111,-70.59361111,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Salamanca,IV,DECRETO NOTIFICADO,628,26/12/2001
-31.73944444,-70.49416667,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Salamanca,IV,DECRETO NOTIFICADO,628,26/12/2001
-34.225,-70.96194444,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Doñihue,VI,DECRETO NOTIFICADO,628,26/12/2001
-35.95305556,-72.30416667,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Cauquenes,VII,DECRETO NOTIFICADO,628,26/12/2001
-27.36138889,-70.31277778,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Copiapó,III,DECRETO NOTIFICADO,628,26/12/2001
-40.76361111,-72.67027778,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Puyehue,X,DECRETO NOTIFICADO,628,26/12/2001
-36.81805556,-73.04194444,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Concepción,VIII,DECRETO NOTIFICADO,628,26/12/2001
-27.51222222,-70.27583333,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Tierra Amarilla,III,DECRETO NOTIFICADO,628,26/12/2001
-36.95222222,-73.16,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Concepción,VIII,DECRETO NOTIFICADO,628,26/12/2001
-18.34,-70.33027778,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Arica,XV,DECRETO NOTIFICADO,628,26/12/2001
-24.20333333,-69.07333333,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Antofagasta,II,DECRETO NOTIFICADO,628,26/12/2001
-32.94944444,-71.5425,CLARO CHILE S.A.,Claro,,Viña del Mar,V,DECRETO NOTIFICADO,638,30/10/2003
-35.11194444,-71.27694444,TELEFONICA MOVILES CHILE S.A.,Otros,,Molina,VII,DECRETO NOTIFICADO,102,30/01/2003
-33.51630556,-70.59805556,TELEFONICA MOVILES DE CHILE S.A.,Otros,,La Florida,RM,DECRETO NOTIFICADO,526,18/07/2002
-37.32713889,-71.88794444,TELEFONICA MOVILES DE CHILE S.A.,Otros,,Tucapel,VIII,DECRETO NOTIFICADO,382,13/06/2002
-34.81038889,-72.05605556,TELEFONICA MOVILES DE CHILE S.A.,Otros,,Vichuquén,VII,DECRETO NOTIFICADO,719,15/10/2002
-34.38491667,-72.00102778,TELEFONICA MOVILES DE CHILE S.A.,Otros,,Pichilemu,VI,DECRETO NOTIFICADO,381,13/06/2002
-33.39166667,-70.49861111,TELEFONICA MOVILES DE CHILE S.A.,Otros,,Las Condes,RM,DECRETO NOTIFICADO,384,13/06/2002
-38.72588889,-73.18508333,TELEFONICA MOVILES DE CHILE S.A.,Otros,,-,-,DECRETO NOTIFICADO,379,13/06/2002
-36.69369444,-71.89694444,TELEFONICA MOVILES DE CHILE S.A.,Otros,,Pinto,VIII,DECRETO NOTIFICADO,378,13/06/2002
-38.67330556,-72.14783333,TELEFONICA MOVILES DE CHILE S.A.,Otros,,Vilcún,IX,DECRETO NOTIFICADO,716,15/10/2002
-33.4475,-70.63527778,TELEFONICA MOVILES CHILE S.A.,Otros,,Santiago,RM,DECRETO NOTIFICADO,577,11/7/2008
-35.49416667,-72.51361111,TELEFONICA MOVILES CHILE S.A.,Otros,,Constitución,VII,DECRETO NOTIFICADO,577,11/7/2008
-36.04305556,-72.08555556,TELEFONICA MOVILES CHILE S.A.,Otros,,Cauquenes,VII,DECRETO NOTIFICADO,577,11/7/2008
-34.59055556,-70.97916667,TELEFONICA MOVILES CHILE S.A.,Otros,,San Fernando,VI,DECRETO NOTIFICADO,575,11/7/2008
-35.26277778,-71.77222222,TELEFONICA MOVILES CHILE S.A.,Otros,,Pencahue,VII,DECRETO NOTIFICADO,575,11/7/2008
-34.88388889,-72.16222222,TELEFONICA MOVILES CHILE S.A.,Otros,,Licantén,VII,DECRETO NOTIFICADO,575,11/7/2008
